DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-03-30	27494321	Jones SE	2016-08-05	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/27494321	Genome-Wide Association Analyses in 128,266 Individuals Identifies New Morningness and Sleep Duration Loci.	Sleep duration	127,573 British individuals	47,180 individuals	2p16.1	2	57714152	VRK2	EIF2S2P7 - ACTG1P22	ENSG00000271115	ENSG00000271615		664816	50802	rs1380703-A	rs1380703	0	1380703	intergenic_variant	1	0.62	3E-10	9.522878745280337		0.025	[0.017-0.033] hour increase	NR [16761225] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST003839	Genome-wide genotyping array
2017-03-30	27494321	Jones SE	2016-08-05	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/27494321	Genome-Wide Association Analyses in 128,266 Individuals Identifies New Morningness and Sleep Duration Loci.	Sleep duration (oversleepers vs undersleepers)	10,102 British oversleeper individuals, 28,980 British undersleeper indivdiuals	NA	2q14.1	2	113348562	PAX8	LINC02966			ENSG00000234997			rs62158211-T	rs62158211	0	62158211	intergenic_variant	0	0.21	1E-7	7.0		1.0638298	[1.04-1.09]	NR [16761225] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST003840	Genome-wide genotyping array
2017-03-30	27494321	Jones SE	2016-08-05	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/27494321	Genome-Wide Association Analyses in 128,266 Individuals Identifies New Morningness and Sleep Duration Loci.	Sleep duration (oversleepers vs undersleepers)	10,102 British oversleeper individuals, 28,980 British undersleeper indivdiuals	NA	2p16.1	2	57714152	VRK2	EIF2S2P7 - ACTG1P22	ENSG00000271115	ENSG00000271615		664816	50802	rs1380703-A	rs1380703	0	1380703	intergenic_variant	1	0.62	8E-8	7.096910013008056		1.06	[1.04-1.08]	NR [16761225] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST003840	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (short sleep)	106,192  European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	4q24	4	102267552	SLC39A8	SLC39A8			ENSG00000138821			rs13107325-T	rs13107325	0	13107325	missense_variant	0	NR	3E-13	12.522878745280337		1.078		NR [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007559	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (short sleep)	106,192  European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	7q31.1	7	114578527	FOXP2	FOXP2			ENSG00000128573			rs1229762-T	rs1229762	0	1229762	intron_variant	0	NR	1E-12	12.0		1.038		NR [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007559	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (short sleep)	106,192  European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	18q21.2	18	55431862	TCF4	TCF4			ENSG00000196628			rs12963463-C	rs12963463	0	12963463	intron_variant	0	NR	2E-11	10.698970004336019		1.029		NR [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007559	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (short sleep)	106,192  European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	2p16.1	2	58644523	intergenic	LINC01122			ENSG00000233723			rs75539574-A	rs75539574	0	75539574	intergenic_variant	0	NR	8E-11	10.096910013008056		1.046		NR [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007559	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (short sleep)	106,192  European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	15q21.1	15	47735007	SEMA6D	SEMA6D			ENSG00000137872			rs17388803-C	rs17388803	0	17388803	intron_variant	0	NR	7E-10	9.154901959985743		1.054		NR [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007559	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (short sleep)	106,192  European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	1p31.3	1	66004523	PDE4B	PDE4B			ENSG00000184588			rs2186122-T	rs2186122	0	2186122	intron_variant	0	NR	5E-9	8.301029995663981		1.024		NR [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007559	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (short sleep)	106,192  European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	7p22.3	7	2040479	MAD1L1	MAD1L1			ENSG00000002822			rs11763750-G	rs11763750	0	11763750	intron_variant	0	NR	5E-9	8.301029995663981		1.036		NR [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007559	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (short sleep)	106,192  European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	6p12.1	6	55175492	HCRTR2	HCRTR2			ENSG00000137252			rs9367621-T	rs9367621	0	9367621	intron_variant	0	NR	2E-8	7.698970004336019		1.024		NR [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007559	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (short sleep)	106,192  European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	17p12	17	11324035	SHISA6	SHISA6			ENSG00000188803			rs205024-C	rs205024	0	205024	intron_variant	0	NR	3E-8	7.522878745280337		1.031		NR [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007559	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (short sleep)	106,192  European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	6p21.1	6	41824807	USP49	USP49			ENSG00000164663			rs12661667-T	rs12661667	0	12661667	intron_variant	0	NR	3E-8	7.522878745280337		1.028		NR [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007559	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (long sleep)	34,184 European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	16q12.2	16	53773852	FTO	FTO			ENSG00000140718			rs17817288-A	rs17817288	0	17817288	intron_variant	0	NR	9E-9	8.045757490560675		1.04		Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007560	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (long sleep)	34,184 European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	11q24.1	11	122957634	C11orf63	JHY			ENSG00000109944			rs3751046-G	rs3751046	0	3751046	intron_variant	0	NR	2E-8	7.698970004336019		1.072		Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007560	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (long sleep)	34,184 European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	1p36.23	1	7707404	CAMTA1	CAMTA1			ENSG00000171735			rs7534398-A	rs7534398	0	7534398	intron_variant	0	NR	2E-8	7.698970004336019		1.048		Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007560	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration (long sleep)	34,184 European ancestry cases, 305,742 European ancestry controls	47,180  adults, 10,554 children or adolescents	11q13.5	11	76704165	GUCY2E	GUCY2EP			ENSG00000204529			rs10899257-A	rs10899257	0	10899257	regulatory_region_variant	0	NR	5E-8	7.301029995663981		1.07		Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007560	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	2q14.1	2	113328208	NR	LINC02966			ENSG00000234997			rs7556815-A	rs7556815	0	7556815	intergenic_variant	0	NR	2E-54	53.69897000433602		2.352	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	2p16.1	2	58644523	NR	LINC01122			ENSG00000233723			rs75539574-C	rs75539574	0	75539574	intergenic_variant	0	NR	3E-19	18.522878745280337		1.548	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	1p35.1	1	34266383	NR	C1orf94 - MIR552	ENSG00000142698	ENSG00000207941		47252	403216	rs915416-C	rs915416	0	915416	intergenic_variant	1	NR	2E-12	11.698970004336019		0.966	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	4q24	4	101975434	NR	BANK1			ENSG00000153064			rs13109404-T	rs13109404	0	13109404	intron_variant	0	NR	9E-11	10.045757490560675		1.716	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	16q13	16	56086549	NR	GNAO1-DT			ENSG00000246379			rs8050478-G	rs8050478	0	8050478	intergenic_variant	0	NR	3E-14	13.522878745280337		0.948	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	5q21.1	5	102986201	NR	PAM			ENSG00000145730			rs56372231-T	rs56372231	0	56372231	intron_variant	0	NR	2E-11	10.698970004336019		0.888	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	3q22.3	3	136119756	NR	PPP2R3A			ENSG00000073711			rs13088093-G	rs13088093	0	13088093	intron_variant	0	NR	8E-12	11.096910013008056		0.906	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	6p22.1	6	28616998	NR	SCAND3 - COX8CP1	ENSG00000232040	ENSG00000271440		786	16383	rs34556183-A	rs34556183	0	34556183	intergenic_variant	1	NR	2E-11	10.698970004336019		0.99	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	16p13.3	16	6500399	NR	RBFOX1			ENSG00000078328			rs3095508-C	rs3095508	0	3095508	intron_variant	0	NR	3E-8	7.522878745280337		0.702	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	7p22.3	7	2067293	NR	MAD1L1			ENSG00000002822			rs34731055-T	rs34731055	0	34731055	intron_variant	0	NR	1E-10	10.0		1.044	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	8p22	8	14421937	NR	SGCZ			ENSG00000185053			rs73219758-G	rs73219758	0	73219758	intron_variant	0	NR	5E-11	10.301029995663981		0.906	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	9p13.2	9	37100528	NR	EBLN3P - ZCCHC7	ENSG00000281649	ENSG00000147905		9600	20046	rs10973207-T	rs10973207	0	10973207	regulatory_region_variant	1	NR	1E-9	9.0		1.05	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	11p11.2	11	43778924	NR	HSD17B12			ENSG00000149084			rs4592416-G	rs4592416	0	4592416	intron_variant	0	NR	2E-10	9.698970004336019		0.798	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	5p15.33	5	1428768	NR	SLC6A3			ENSG00000142319			rs365663-A	rs365663	0	365663	intron_variant	0	NR	3E-8	7.522878745280337		0.696	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	11p14.1	11	28808335	NR	LINC02742			ENSG00000249867			rs1517572-C	rs1517572	0	1517572	intergenic_variant	0	NR	2E-10	9.698970004336019		0.81	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	10q26.13	10	123256985	NR	RPS26P39 - LINC02641	ENSG00000227586	ENSG00000230131		85110	99273	rs7915425-T	rs7915425	0	7915425	intergenic_variant	1	NR	8E-10	9.096910013008056		1.014	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	8p23.1	8	9292236	NR	PPP1R3B-DT			ENSG00000248538			rs330088-C	rs330088	0	330088	intergenic_variant	0	NR	1E-7	7.0		0.666	unit decrease	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	15q21.1	15	47697602	NR	SEMA6D			ENSG00000137872			rs8038326-A	rs8038326	0	8038326	intron_variant	0	NR	1E-10	10.0		0.906	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	5p15.33	5	3126470	NR	IRX2-DT - LINC01377	ENSG00000186493	ENSG00000249808		371073	51322	rs460692-C	rs460692	0	460692	intergenic_variant	1	NR	3E-9	8.522878745280337		1.206	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	6p12.1	6	55073176	NR	FAM83B - HCRTR2	ENSG00000168143	ENSG00000137252		128077	33284	rs9382445-T	rs9382445	0	9382445	intergenic_variant	1	NR	6E-11	10.221848749616356		0.846	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	12q24.22	12	117513345	NR	KSR2			ENSG00000171435			rs4767550-G	rs4767550	0	4767550	intron_variant	0	NR	1E-10	10.0		0.822	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	2q24.3	2	166087494	NR	SCN1A-AS1, SCN1A			ENSG00000236107, ENSG00000144285			rs11885663-T	rs11885663	0	11885663	intron_variant	0	NR	4E-9	8.397940008672037		0.864	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	11q24.1	11	122959543	NR	JHY			ENSG00000109944			rs1057703-G	rs1057703	0	1057703	3_prime_UTR_variant	0	NR	9E-8	7.045757490560675		0.984	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	2q22.3	2	146855166	NR	LINC01911			ENSG00000231040			rs4128364-C	rs4128364	0	4128364	intergenic_variant	0	NR	4E-9	8.397940008672037		0.78	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	1p31.3	1	66010754	NR	PDE4B			ENSG00000184588			rs61796569-T	rs61796569	0	61796569	intron_variant	0	NR	4E-9	8.397940008672037		0.828	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	14q12	14	29346949	NR	LINC02327			ENSG00000258038			rs10483350-G	rs10483350	0	10483350	intergenic_variant	0	NR	6E-8	7.221848749616356		0.858	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
2019-04-12	30846698	Dashti HS	2019-03-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30846698	Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.	Sleep duration	446,118 European ancestry individuals	47,180  adults, 10,554 children or adolescents	1p32.2	1	57398632	NR	DAB1			ENSG00000173406			rs269054-A	rs269054	0	269054	intron_variant	0	NR	2E-7	6.698970004336019		0.666	unit increase	Affymetrix [14661600] (imputed)	N	sleep duration trait	http://purl.obolibrary.org/obo/OBA_2040171	GCST007561	Genome-wide genotyping array
